NAME,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,ISO3
Arroyo Blanco,Natural Private Reserve,National,IV,Not Applicable,Designated,2001,Not Reported,PRY
Morombi,Natural Private Reserve,National,IV,Not Applicable,Designated,2001,Not Reported,PRY
Macizo Acahay,Natural Monument,National,III,Not Applicable,Designated,1992,Not Reported,PRY
Cerro Cabrera - Timane,Natural Monument,National,III,Not Applicable,Designated,2001,Not Reported,PRY
Reserva Nacional Kuri'y,Other Categories,National,Not Reported,Not Applicable,Designated,1973,Not Reported,PRY
Reserva Natural Pikyry,Natural Reserve,National,IV,Not Applicable,Designated,2008,Not Reported,PRY
Estancia Salazar,Natural Private Reserve,National,IV,Not Applicable,Designated,2008,Not Reported,PRY
Santa Elena,Natural Monument,National,III,Not Applicable,Designated,2011,Not Reported,PRY
Caverna Kamba Hopo,Natural Monument,National,III,Not Applicable,Designated,2011,Not Reported,PRY
Ybytyruzu,Managed Resource Reserve,National,VI,Not Applicable,Designated,2001,Not Reported,PRY
Ñacunday,National Park,National,II,Not Applicable,Designated,1973,Not Reported,PRY
Reserva Biológica Itabo,Natural Reserve,National,IV,Not Applicable,Designated,1984,Not Reported,PRY
Tres Cerros-santa caverna-14 de Julio y Santa Caverna,Natural Monument,National,III,Not Applicable,Designated,2011,Not Reported,PRY
Cerro Morado Caverna Ycua Pai,Natural Monument,National,III,Not Applicable,Designated,2011,Not Reported,PRY
Reserva Natural Municipal Huasipango,Other Categories,National,Not Reported,Not Applicable,Designated,2006,Not Reported,PRY
Refugio Bilólogico Tati Yupi,Natural Reserve,National,IV,Not Applicable,Designated,1984,Not Reported,PRY
Refugio Biológico Mbaracayú,Natural Reserve,National,IV,Not Applicable,Designated,1984,Not Reported,PRY
San Rafael,National Park,National,II,Not Applicable,Designated,1992,Not Reported,PRY
Moises Bertoni,Scientific Monument,National,Ia,Not Applicable,Designated,1995,Not Reported,PRY
Reserva Natural Carapá,Natural Reserve,National,IV,Not Applicable,Designated,2008,Not Reported,PRY
Reserva Biológica Limoy,Natural Reserve,National,IV,Not Applicable,Designated,1984,Not Reported,PRY
Kai Rague,Natural Private Reserve,National,IV,Not Applicable,Designated,2004,Not Reported,PRY
Zona Nacional de Reserva  Cerro Lambare,Other Categories,National,Not Reported,Not Applicable,Designated,1948,Not Reported,PRY
Saltos del Guairá,National Park,National,II,Not Applicable,Designated,1973,Not Reported,PRY
Reserva Biológica Isla Yacyreta,Natural Reserve,National,IV,Not Applicable,Designated,1994,Not Reported,PRY
Isla Susu,Natural Monument,National,III,Not Applicable,Designated,2010,Not Reported,PRY
Ycua Bolaños,Protected landscape,National,V,Not Applicable,Designated,2011,Not Reported,PRY
Reserva Para Parque Nacional Carrizales del Paraná,Other Categories,National,Not Reported,Not Applicable,Designated,2008,Not Reported,PRY
Reserva Para Parque Nacional Isla Carrizal,Other Categories,National,Not Reported,Not Applicable,Designated,2010,Not Reported,PRY
Banco San Miguel y Bahía de Asunción,Ecological Reserve,National,Not Reported,Not Applicable,Designated,2005,Not Reported,PRY
Palmar Quemado,Natural Private Reserve,National,IV,Not Applicable,Designated,2006,Not Reported,PRY
Toro Mocho,Natural Private Reserve,National,IV,Not Applicable,Designated,2004,Not Reported,PRY
Cerrados del Tagatiya,Natural Private Reserve,National,IV,Not Applicable,Designated,2006,Not Reported,PRY
Tagatiya-mi,Natural Private Reserve,National,IV,Not Applicable,Designated,2007,Not Reported,PRY
Estrella,Natural Private Reserve,National,IV,Not Applicable,Designated,2012,Not Reported,PRY
Guayacan I II III,Natural Private Reserve,National,IV,Not Applicable,Designated,2014,Not Reported,PRY
Piroy,Natural Private Reserve,National,IV,Not Applicable,Designated,2012,Not Reported,PRY
Laguna Blanca,Natural Private Reserve,National,IV,Not Applicable,Designated,2010,Not Reported,PRY
Tabucai,Natural Private Reserve,National,IV,Not Applicable,Designated,2008,Not Reported,PRY
Yguasú,Natural Private Reserve,National,IV,Not Applicable,Designated,2016,Not Reported,PRY
Tapiracuai,Natural Private Reserve,National,IV,Not Applicable,Designated,2012,Not Reported,PRY
Natural Ypeti,Natural Private Reserve,National,IV,Not Applicable,Designated,2003,Not Reported,PRY
Tapyta,Natural Private Reserve,National,IV,Not Applicable,Designated,2005,Not Reported,PRY
Salto del Moday,Protected landscape,National,V,Not Applicable,Designated,2012,Not Reported,PRY
Itakyry,Natural Private Reserve,National,IV,Not Applicable,Designated,2012,Not Reported,PRY
Maharishi,Natural Private Reserve,National,IV,Not Applicable,Designated,2008,Not Reported,PRY
Maharishi II,Natural Private Reserve,National,IV,Not Applicable,Designated,2011,Not Reported,PRY
Edelira,Managed Resource Reserve,National,VI,Not Applicable,Designated,2007,Not Reported,PRY
Guyrati,Natural Private Reserve,National,IV,Not Applicable,Designated,2010,Not Reported,PRY
Refugio de Vida Silvestre Yvytu Rokai,Natural Reserve,National,IV,Not Applicable,Designated,2008,Not Reported,PRY
Ybera,Scientific Reserve,National,Ia,Not Applicable,Designated,2015,Not Reported,PRY
Riacho Florida II,Natural Private Reserve,National,IV,Not Applicable,Designated,2011,Not Reported,PRY
Arrecife,Natural Private Reserve,National,IV,Not Applicable,Designated,2013,Not Reported,PRY
Reserva Natural Arroyo Aguapey,Natural Reserve,National,IV,Not Applicable,Designated,2009,Not Reported,PRY
Bosque Arary,Natural Private Reserve,National,IV,Not Applicable,Designated,2009,Not Reported,PRY
Cuenca  del Arroyo Tacuary Chopy Sayju,Natural Private Reserve,National,IV,Not Applicable,Designated,2009,Not Reported,PRY
Laguna Chaco Lodge,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii) (iii) (iv) (v) (vi),Designated,2003,Not Reported,PRY
Ñu Guazu,Natural Private Reserve,National,IV,Not Applicable,Designated,2004,Not Reported,PRY
Lote N° 1,Natural Private Reserve,National,IV,Not Applicable,Designated,2008,Not Reported,PRY
La Morena,Natural Private Reserve,National,IV,Not Applicable,Designated,2014,Not Reported,PRY
Defensores del Chaco,National Park,National,II,Not Applicable,Designated,1975,Not Reported,PRY
El Ceibo,Natural Private Reserve,National,IV,Not Applicable,Designated,2015,Not Reported,PRY
Medanos del Chaco,National Park,National,II,Not Applicable,Designated,2004,Not Reported,PRY
Rio Negro,National Park,National,II,Not Applicable,Designated,2004,Not Reported,PRY
Cerrado del Río Apa,Biosphere Reserve,National,Not Reported,Not Applicable,Designated,2001,Not Reported,PRY
Gran Chaco,Biosphere Reserve,National,Not Reported,Not Applicable,Designated,2001,Not Reported,PRY
Gran Chaco,UNESCO-MAB Biosphere Reserve,International,Not Reported,Not Reported,Designated,2005,Not Reported,PRY
Coppename Monding,Nature Reserve,National,IV,Not Applicable,Designated,1966,Not Reported,SUR
Sipaliwini,Nature Reserve,National,IV,Not Applicable,Designated,1972,Not Reported,SUR
Brinck-heuvel,Nature Reserve,National,IV,Not Applicable,Designated,1972,Not Reported,SUR
Brownsberg,Nature Park,National,II,Not Applicable,Designated,1969,Not Reported,SUR
Wia-Wia,Nature Reserve,National,IV,Not Applicable,Designated,1961,Not Reported,SUR
Coppenamemonding,"Ramsar Site, Wetland of International Importance",International,Not Reported,(iv) (v) (viii),Designated,1985,Not Reported,SUR
Galibi,Nature Reserve,National,IV,Not Applicable,Designated,1969,Not Reported,SUR
Peruvia,Nature Reserve,National,IV,Not Applicable,Designated,1986,Not Reported,SUR
Copi,Nature Reserve,National,IV,Not Applicable,Designated,1986,Not Reported,SUR
Wane Kreek,Nature Reserve,National,IV,Not Applicable,Designated,1986,Not Reported,SUR
Mac Clemen,Forest Reserve,National,Not Reported,Not Applicable,Proposed,0,Not Reported,SUR
Snake Creek,Forest Reserve,National,Not Reported,Not Applicable,Proposed,0,Not Reported,SUR
Kaboeri Kreek,Nature Reserve,National,Not Reported,Not Applicable,Proposed,1987,Not Reported,SUR
Nani,Nature Reserve,National,Not Reported,Not Applicable,Proposed,0,Not Reported,SUR
Boven-Coesewijne,Nature Reserve,National,IV,Not Applicable,Designated,1986,Not Reported,SUR
Central Suriname,Nature Reserve,National,II,Not Applicable,Designated,1998,Not Reported,SUR
Bigi Pan,Multiple Use Management Area,National,Not Reported,Not Applicable,Designated,1987,Not Reported,SUR
North Commewijne - Marowijne,Multiple Use Management Area,National,Not Reported,Not Applicable,Proposed,0,Not Reported,SUR
Noord Coronie,Multiple Use Management Area,National,VI,Not Applicable,Designated,0,Not Reported,SUR
Central Suriname Nature Reserve,World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,2000,Not Reported,SUR
Noord Saramacca,Multiple Use Management Area,National,VI,Not Applicable,Designated,0,Not Reported,SUR
Laguna Garzón,Protected Landscape,National,IV,Not Applicable,Designated,1977,Not Reported,URY
Esteros de Farrapos e Islas del Río Uruguay,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iv),Designated,2004,Not Reported,URY
Bañados del Este y Franja Costera,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (v) (vi),Designated,1984,Not Reported,URY
Quebrada de los Cuervos,Protected Landscape,National,V,Not Applicable,Designated,2008,Not Reported,URY
Rincon de Franquia,Habitat/Species Management Area,National,IV,Not Applicable,Designated,2011,Not Reported,URY
Montes del Queguay,Managed Protected Area Resource,National,VI,Not Applicable,Designated,2006,Not Reported,URY
Esteros de Farrapos e Islas del Rio Uruguay,National Park,National,II,Not Applicable,Designated,2008,Not Reported,URY
Valle del Lunarejo,Protected Landscape,National,V,Not Applicable,Designated,2009,Not Reported,URY
Potrerillo de Santa Teresa,Protected Landscape,National,Not Reported,Not Applicable,Proposed,1991,Not Reported,URY
Cabo Polonio,National Park,National,II,Not Applicable,Designated,2009,Not Reported,URY
Localidad Rupestre Chamanga,Protected Landscape,National,V,Not Applicable,Designated,2010,Not Reported,URY
San Miguel,National Park,National,II,Not Applicable,Designated,2010,Not Reported,URY
Laguna de Rocha,Protected Landscape,National,V,Not Applicable,Designated,2010,Not Reported,URY
Cerro Verde,Managed Protected Area Resource,National,IV,Not Applicable,Designated,2006,Not Reported,URY
Humedales del Santa Lucia,Managed Protected Area Resource,National,VI,Not Applicable,Designated,2010,Not Reported,URY
Grutas del Palacio,Natural Monument,National,III,Not Applicable,Designated,2012,Not Reported,URY
Bañados del Este y Franja Costera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1976,Not Reported,URY
Esteros y Algarrobales del Río Uruguay,Managed Protected Area Resource,National,VI,Not Applicable,Designated,2015,Not Reported,URY
Laguna de Rocha,"Ramsar Site, Wetland of International Importance",International,IV,(i) (ii)(iii) (iv)(v)(vi)(vii)(viii),Designated,2015,Not Reported,URY
Reserva de Biosfera Bioma Pampa,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,2014,Not Reported,URY
Laureles-Canias,Managed Protected Area Resource,National,V,Not Applicable,Proposed,2009,Not Reported,URY
Isla de Flores,National Park,National,II,Not Applicable,Proposed,2006,Not Reported,URY
Ciénaga de Los Olivitos,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (vii) (viii),Designated,1996,Not Reported,VEN
Canaima,National Park,National,II,Not Applicable,Designated,1962,Not Reported,VEN
El Avila,National Park,National,II,Not Applicable,Designated,1958,Not Reported,VEN
La Paragua,Forest Reserve,National,VI,Not Applicable,Designated,1968,Not Reported,VEN
Terepaima,National Park,National,II,Not Applicable,Designated,1976,Not Reported,VEN
El Frío (C.V.G.),Forest Plot,National,Not Reported,Not Applicable,Designated,1985,Not Reported,VEN
Paisolandia,Forest Plot,National,Not Reported,Not Applicable,Designated,1988,Not Reported,VEN
Cuare,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vi) (vii) (viii),Designated,1988,Not Reported,VEN
De la Tortuga Arrau,Wildlife Refuge,National,IV,Not Applicable,Designated,1989,Not Reported,VEN
Duida-Marahuaca,National Park,National,II,Not Applicable,Designated,1978,Not Reported,VEN
Serranía de la Neblina,National Park,National,II,Not Applicable,Designated,1978,Not Reported,VEN
Jaua Sarisariñama,National Park,National,II,Not Applicable,Designated,1978,Not Reported,VEN
Cerro Autana,Natural Monument,National,III,Not Applicable,Designated,1978,Not Reported,VEN
Sur del Estado Bolívar,Protective Zone,National,V,Not Applicable,Designated,1974,Not Reported,VEN
Sipapo,Forest Reserve,National,VI,Not Applicable,Designated,1963,Not Reported,VEN
San Camilo,Forest Reserve,National,VI,Not Applicable,Designated,1961,Not Reported,VEN
